153092.06,0.5648859
106691.73,0.59583914
94639.77,0.6103075
85891.2,0.625934
76090.445,0.64416546
69755.5,0.6604165
64443.297,0.6759173
60440.785,0.68977433
57243.645,0.70215875
54687.035,0.7130699
52597.16,0.72264796
50863.05,0.73099744
49404.773,0.7383277
48162.64,0.74475825
47092.816,0.7504191
46160.707,0.7553896
45342.09,0.75976264
44616.918,0.76364785
43974.27,0.7671267
43394.773,0.77020895
42878.305,0.7730297
42407.965,0.7755607
41979.184,0.77782464
41586.887,0.77987456
41227.402,0.7817736
40897.01,0.7834836
40590.043,0.78507334
40301.66,0.78649694
40040.023,0.7878536
39789.535,0.7890803
39559.387,0.790254
39336.598,0.79130095
39129.383,0.7922833
38935.46,0.7932385
38751.777,0.7941225
38574.36,0.7949324
38406.742,0.7957113
38246.504,0.79644233
38096.72,0.7971737
37947.613,0.7978004
37811.07,0.79846823
37672.277,0.79903275
37543.098,0.79958236
37424.164,0.8001953
37299.4,0.8006897
37183.313,0.8011709
37069.06,0.8016302
36960.387,0.8020803
36855.082,0.80254745
36746.13,0.8029033
36653.824,0.80337787
36549.88,0.80371207
36457.895,0.8040883
36364.152,0.804458
36267.133,0.80473155
36183.332,0.8050972
36097.277,0.80543107
36013.137,0.80576384
35929.293,0.80606866
35849.72,0.8063579
35766.703,0.8066057
35689.957,0.80689925
35615.414,0.8071929
35538.01,0.8074243
35456.246,0.8076067
35389.73,0.8078782
35315.39,0.8081043
35245.17,0.8083232
35177.83,0.8085657
35112.316,0.80883735
35040.906,0.8090068
34974.043,0.8092143
34907.723,0.8094369
34842.72,0.80958873
34775.305,0.80973816
34711.266,0.8099243
34655.24,0.81019545
34594.965,0.8103777
34526.2,0.8104875
34470.453,0.8106922
34409.34,0.81086385
34350.164,0.81101173
34295.555,0.81121534
34233.98,0.81131685
34177.836,0.8115088
34123.28,0.8116436
34065.54,0.81181616
34011.17,0.81197816
33957.664,0.8120981
