74.700000,20,21.600949
77.200000,20,21.158501
116.200000,20,80.689052
76.250000,20,18.478547
117.400000,20,85.948812
117.400000,20,87.783571
74.900000,20,19.698381
116.950000,20,81.671107
116.100000,20,82.029158
76.050000,20,19.114040
76.800000,20,22.099627
75.900000,20,22.061975
121.550000,20,58.359303
76.100000,20,22.584555
116.250000,20,126.653271
75.350000,20,39.349560
123.300000,20,141.653888
123.300000,20,98.748135
74.700000,20,22.902326
117.050000,20,99.261410
75.400000,20,20.491849
73.550000,20,18.579597
121.600000,20,68.867213
115.750000,20,86.393981
122.800000,20,56.487001
116.450000,20,87.091409
75.950000,20,21.036574
123.200000,20,66.607849
77.400000,20,23.948423
116.900000,20,86.499578
77.400000,20,21.716948
122.850000,20,64.797882
123.450000,20,71.013899
116.600000,20,87.094974
116.500000,20,92.622345
117.900000,20,79.197430
117.650000,20,80.217977
115.650000,20,83.809501
116.800000,20,143.608814
76.300000,20,48.574833
117.050000,20,160.848159
123.050000,20,72.963654
117.250000,20,95.315576
123.000000,20,58.903877
116.650000,20,86.935609
117.400000,20,78.822737
116.550000,20,89.497303
123.350000,20,63.104529
74.700000,20,20.869129
76.650000,20,22.453516
76.850000,20,20.346158
121.900000,20,66.339746
75.350000,20,30.813559
75.500000,20,31.191221
121.550000,20,112.268811
77.100000,20,41.066518
78.300000,20,34.435135
116.850000,20,130.891918
76.400000,20,22.385960
116.800000,20,119.418450
74.850000,20,18.206640
116.450000,20,85.770173
116.400000,20,95.779832
74.150000,20,20.385967
76.000000,20,21.439845
123.250000,20,65.800065
116.050000,20,94.099645
123.300000,20,61.816640
76.000000,20,22.834685
117.650000,20,140.991249
76.650000,20,37.188993
76.150000,20,44.191058
76.250000,20,44.499685
75.250000,20,47.508780
76.700000,20,34.322702
75.950000,20,33.961684
116.650000,20,111.786131
121.650000,20,78.067621
75.100000,20,20.270863
77.450000,20,20.002752
121.550000,20,53.316009
76.600000,20,22.770272
122.050000,20,65.067864
117.550000,20,78.458770
76.600000,20,21.775830
75.550000,20,21.294574
76.100000,20,22.589006
76.050000,20,20.888099
121.550000,20,53.355937
79.450000,20,25.294473
75.800000,20,21.025304
76.750000,20,20.236689
122.500000,20,70.342062
79.000000,20,23.387510
121.100000,20,59.025861
116.250000,20,77.637212
76.550000,20,24.490460
117.400000,20,85.377836
76.250000,20,21.780887
116.750000,20,101.939501
