55766.94,0.8069555
37727.5,0.81357336
33889.41,0.81512815
32830.188,0.81597257
32443.297,0.8167891
32216.129,0.81754065
32026.738,0.8182111
31856.02,0.81885934
31685.5,0.8193453
31538.344,0.819949
31389.555,0.8204749
31255.992,0.82104546
31112.68,0.8214691
30988.08,0.8219703
30857.41,0.8223635
30731.914,0.8227241
30619.63,0.823163
30500.63,0.82350737
30382.63,0.8238085
30285.053,0.82426107
30175.652,0.82455605
30068.918,0.8248172
29963.436,0.82506645
29865.635,0.82537097
29770.77,0.82565385
29670.9,0.82585704
29580.299,0.82611394
29478.523,0.8262725
29393.35,0.82654595
29305.219,0.8267737
29221.238,0.82702607
29133.02,0.8272151
